,Unnamed: 0,app_id,app_name,review_id,language,review,timestamp_created,timestamp_updated,recommended,votes_helpful,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,author.steamid,author.num_games_owned,author.num_reviews,author.playtime_forever,author.playtime_last_two_weeks,author.playtime_at_review,author.last_played
5350464,5350465,629760,MORDHAU,50521945,english,"Amazing game, worth the money. Haven't run into really any bugs in the 12ish hours playing. There seems to be a lot of customization to both your character and your weapons. It can be frustrating when you are getting ganged up on, but there are many more 1 v 1 battles to enjoy. Definitely get it if you loved chivalry.

Probably one of the most entertaining games I have bought recently.

10/10",1557203503,1557203503,True,0,0,0.0,0,True,False,False,76561198144188396,284,2,10201.0,230.0,753.0,1610571800.0
5365195,5365196,782330,DOOM Eternal,83428393,turkish,"Bu Maruderleri kodlayıp KİM KOYDU OĞLUM.MİLLETİN 13 SAATE BİTİRDİĞİ OYUNU 20 SAATE DAYADIM BU HERİFLER YÜZÜNDEN. Ancient Godsta da üzerimize Allahsız gibi Demon yolladınız zaten.Parmaklarım en son G.O.R.A daki adam gibi oldu.Çok şükür tek seferde Bossları geçebildim.

Aşk acısı mı çekiyorsun ?
İşlerin yolun da değil mi ?
Ailenle mi tartıştın ? vs. vs.

Olduğun durumdan daha acınası bir hale düşüp bütün her şeyi unutacaksın ! Velhasıl alın oynayın. ",1609195102,1609198282,True,0,1,0.0,0,True,False,False,76561198201179838,76,2,1135.0,1.0,1135.0,1611092724.0
5377066,5377067,782330,DOOM Eternal,80828709,french,Pépite.,1606559202,1606559202,True,0,0,0.0,0,True,False,False,76561198290535510,43,2,1965.0,99.0,1637.0,1610756025.0
5407591,5407592,782330,DOOM Eternal,69467307,spanish,"Denuvo ha tirado por la borda lo bueno que tenía el juego desde su salida. Que un juegazo como este haya sido arruinado por malas decisiones del publisher me da rabia. No pienso jugar mucho más mientras denuvo siga implementado...

Edit: visto el revuelo que ha causado denuvo no puedo hacer más que agradecer la decisión del estudio por eliminar el anticheat en su próxima actualización. Esto demuestra muchísimo de ID si cabe, un estudio dispuesto a escuchar a sus fans con tal de conseguir mantener el juego en su mejor estado. De nuevo, gracias por haber tomado la decisión correcta.

Ahora sí, juego recomendadísimo.",1589968006,1590060898,True,0,0,0.5342820286750793,0,True,False,False,76561198156359898,13,1,3027.0,0.0,1855.0,1607204526.0
5412440,5412441,782330,DOOM Eternal,69207923,english,"Amazing game. Good on ID for listening to the community.



-issue resolved-
Latest update forces an install Denuvo Anti-Cheat. Runs kernel level with full access to your computer
You cannot play the game without it being installed
 
Don't tolerate this type of behavior.",1589592693,1590045805,True,0,0,0.0,0,True,False,False,76561197992950558,975,3,1428.0,0.0,1364.0,1604417257.0
5423760,5423761,782330,DOOM Eternal,66798549,english,"Yet again, it's DOOM what else do you want.",1586236015,1606371145,True,0,0,0.523809552192688,0,True,False,False,76561198292422226,70,5,1836.0,0.0,1399.0,1603537122.0
5424003,5424004,782330,DOOM Eternal,66771081,english,Just ripping and tearing through a great game!,1586200846,1586200846,True,0,0,0.0,0,False,False,False,76561198012848830,173,6,3050.0,0.0,2411.0,1587155756.0
5440438,5440439,782330,DOOM Eternal,65715262,russian,"Супер шутан на кончиках пальцев, музыка огонь, геймлей ураган, оптимизация на высоте. Жду длс:(",1585063865,1585063865,True,1,0,0.0,0,True,False,False,76561198004931147,118,3,1301.0,6.0,1223.0,1610374534.0
5452302,5452303,782330,DOOM Eternal,65491747,russian,Годно,1584813546,1584813546,True,0,0,0.0,0,True,False,False,76561198052627316,373,62,1352.0,0.0,455.0,1585401461.0
5454076,5454077,782330,DOOM Eternal,65465846,english,Too much jump.  Over-engineered .. not that fun,1584789795,1584789795,False,8,0,0.5281943678855896,0,True,False,False,76561198194528794,92,3,1890.0,0.0,571.0,1595569003.0
5474712,5474713,1055540,A Short Hike,58593620,english,"A simple yet elegant game. The story itself is short and sweet, but there are neat little things you find along your journey to the peak that just make the game just that much more beautiful.",1575045480,1575045480,True,0,0,0.0,0,True,False,False,76561198008190933,223,3,81.0,0.0,81.0,1575045381.0
5474777,5474778,1055540,A Short Hike,58248805,german,"Dies war eins der Spiele die ich nicht aus der Hand legen konnte bevor ich nicht alles entdeckt und gesehen habe. Sehr beruhigend und wie ein kleines Abenteuer, wo man sich selbst die Richtung aussuchen darf und nicht an einen festen Weg gebunden ist. 

Allerdings wie der Name schon sagt ein recht kurzes Vergnügen. 
In 3 bis 4 Stunden mit allen Achievements erledigt. 

Trotzdem würde ich dieses Spiel wärmstens empfehlen, wenn man mal einen schlechten Tag hat und auf andere Gedanken kommen will. Hat mir durch die Langeweile geholfen.",1574876618,1574876618,True,0,0,0.0,0,False,False,False,76561198041812534,636,6,251.0,0.0,251.0,1565169751.0
5478677,5478678,1089980,The Henry Stickmin Collection,81788605,english,its soooooooooooooooooo good,1607356511,1607356511,True,0,0,0.0,0,True,False,False,76561199083141847,9,2,421.0,50.0,340.0,1610282876.0
5496606,5496607,1158310,Crusader Kings III,84014522,turkish,Muhteşem yüzyıla döndü oyun,1609789920,1609964391,True,1,0,0.5046728849411011,0,True,False,False,76561198819470897,131,10,794.0,794.0,674.0,1610545381.0
5524377,5524378,1158310,Crusader Kings III,75860738,schinese,"游戏有亿点点复杂 新手玩可能会有亿点痛苦 我给群里的老哥们问的头都要掉了 
但是上瘾确实是上瘾
nice game",1599930143,1599930143,True,0,0,0.0,0,False,False,False,76561198360605247,169,28,895.0,0.0,821.0,1602248581.0
5524615,5524616,1158310,Crusader Kings III,75844090,russian,Top,1599908337,1599908337,True,0,0,0.0,0,True,False,False,76561198838114822,13,6,3456.0,0.0,182.0,1606021212.0
5528977,5528978,1158310,Crusader Kings III,75596047,french,Très bon jeux,1599485944,1599485944,True,0,0,0.0,0,True,False,False,76561198050261091,66,1,35079.0,0.0,2263.0,1608241418.0
5544071,5544072,857980,Void Bastards,50970955,russian,"Когда в стиме мне порекомендовали эту игру, первой мыслью было: ""что за дичь""?! Но, вчитавшись в описание и посмотрев пару минут стрим от разработчика, я подумал: ""хм, а вроде бы должно быть интересно""... И не ошибся!
С первой минуты игра погружает тебя в атмосферу задорно-ироничного комикса про ограбленный пиратами корабль-тюрьму, пытающийся вернуться на базу, но не имеющий для этого возможности (кто же позволит роботу самостоятельно управлять кораблём). Кораблю нужен свободный гражданин, сотрудник корпорации, чтобы запустить сверхсветовой привод, а таких на корабле не осталось. И он принимает решение: гидрировать одного из миллиона дегидрированных заключённых, находящихся на борту и, очаровав его сладкими замечаниями об освобождении, заставить подделать карту гражданина и всё-таки запустить чёртов сверхсветовик!
Вся игра стилизована как комикс и также имеет некоторые черты старых аниме 80х годов. Рисованная картинка очень приятна глазу и заставляет поверить, что лично ты ходишь по комиксу и ищешь нужные для выживания запчасти.
Звуковое и музыкальное оформление тоже на высоте и лишь добавляет атмосферности.
Шутерная составляющая не шедевр, но вполне себе неплоха, особенно после отключения сглаживания мыши. Правда, сенса, как обычно, заставила переключить мышь в режим 800dpi, но я уже и сам подумывал над тем, чтобы сделать этот режим основным. В остальном, стрельба довольно неплохо реализована. Правда, у начального оружия есть довольно большой разброс, так что на дальних расстояниях не особенно постреляешь, но там, в узких корабельных коридорах, в общем-то, и не так много мест с дальними расстояниями. =)
Последнее, о чём я обязательно должен упомянуть, это сложность игры. На максимальной сложности играется нормально и даже, местами, расслабленно (по итогу 4.5 часов игры). На более лёгких я даже не знаю. Какой-то лютый изич должен быть. Ну, как только пройду игру на максимальной - попробую на средней и, возможно, отпишусь тут.

Минус балл за недосложность, итого:
11 рюкзаков-паразитов из 10!

Смотреть геймплей здесь:
https://youtu.be/LMs_AxGmybQ",1559295916,1559415913,True,4,0,0.5817490816116333,6,True,False,False,76561198052627316,373,62,520.0,0.0,271.0,1560087875.0
5559200,5559201,413150,Stardew Valley,83631286,english,"Relaxing game, good to play when you feel down and need some cheering up.",1609398722,1609398722,True,0,0,0.0,0,True,False,False,76561198327397149,50,15,1652.0,1.0,1651.0,1610956002.0
5559259,5559260,413150,Stardew Valley,83626569,schinese,针不戳,1609392678,1609392678,True,0,0,0.0,0,False,False,False,76561198870391003,42,7,6594.0,2523.0,4070.0,1611229514.0
5578660,5578661,413150,Stardew Valley,80331100,russian,крутяк,1606401872,1606401872,True,0,0,0.0,0,True,False,False,76561198854957492,37,5,1006.0,0.0,1005.0,1606401887.0
5589588,5589589,413150,Stardew Valley,76985745,english,Don't you just love hard work and labor in real life? Well now you can simulate it!,1601753750,1601753750,True,0,0,0.0,0,True,False,False,76561199059310255,28,8,852.0,0.0,852.0,1600210582.0
5598319,5598320,413150,Stardew Valley,74479637,brazilian,AAAAAAAAAAAAAAAA,1597710308,1597710308,True,1,1,0.523809552192688,0,True,False,False,76561198151375679,60,16,3088.0,541.0,2333.0,1610836307.0
5615207,5615208,413150,Stardew Valley,71067092,english,Best game ever!,1592643829,1592643829,True,1,0,0.0,0,True,False,False,76561198168640338,101,2,17807.0,0.0,16884.0,1609625152.0
5626248,5626249,413150,Stardew Valley,68280922,english,h,1588224693,1606551743,True,1,0,0.0,0,True,False,False,76561198412897265,29,2,27034.0,570.0,4846.0,1611292546.0
5676620,5676621,413150,Stardew Valley,60171518,schinese,"十分的好真实还让我找到老婆了
",1576848229,1576848229,True,1,1,0.5197740197181702,0,True,False,False,76561198350424614,16,1,8021.0,0.0,2827.0,1594367129.0
5687285,5687286,413150,Stardew Valley,58806220,italian,"Formula semplice, forse poco originale, ma Stardew Valley prenderà molto del vostro tempo senza che voi ve ne accorgiate. La sensazione di progressione è tangibile, sia dal lato gestionale sia da quello della scoperta del mondo e delle tradizioni di Pelican Town.",1575150622,1575150622,True,0,0,0.0,0,False,False,False,76561198000604176,1051,6,3165.0,0.0,3163.0,1575758038.0
5723538,5723539,413150,Stardew Valley,52673950,english,"Great little game about farming and, if you want, optimizing. It is a time sink though, be warned.",1561940828,1561940828,True,0,0,0.0,0,False,False,False,76561198034810781,749,4,1556.0,0.0,175.0,1608090948.0
5727471,5727472,413150,Stardew Valley,52381747,german,Macht viel Spaß,1561890012,1561890012,True,0,0,0.47826087474823,0,True,False,False,76561198258406701,45,11,1141.0,0.0,1055.0,1589656124.0
5729386,5729387,413150,Stardew Valley,52247727,schinese,“再玩一天就睡。”,1561853972,1561853972,True,0,0,0.0,0,True,False,False,76561198206053467,51,3,8616.0,0.0,6499.0,1596547734.0
5744120,5744121,413150,Stardew Valley,49408659,russian,"Крайне рекомендую всем! Даже тем кто не играет обычно в такие игры, затягивает нереально! Также купил в апсторе, на телефоне очень удобно играть в нее в дороге.",1551950899,1551950899,True,0,0,0.0,0,True,False,False,76561198004931147,118,3,572.0,0.0,551.0,1604179475.0
5744756,5744757,413150,Stardew Valley,49218982,german,"Ich habe dieses Spiel einige Zeit gespielt und ich kann sagen, dass es wirklich einen Suchtfaktor nach der Zeit hat. Wenn man alles schon gemacht hat da sollte mal ein paar Mods ausprobieren, weil diese alles mögliche hinzufügen und so, damit man wieder es weiter Suchten kann. Im Multiplayer macht es auch sehr viel Spaß und so, aber die Zeit geht so schnell um im Multiplayer, als im Einzelspieler und man teilt das Geld mit seinen Mitspielern. Ich kann es jeden empfehlen, der lange Suchtspiele und so mag.",1551042033,1551042033,True,7,0,0.5925925970077514,0,True,False,False,76561198835668202,79,6,35939.0,164.0,15152.0,1611082395.0
5767540,5767541,413150,Stardew Valley,43339959,english,Needs a first-person shooter update,1530842608,1530842608,True,0,2,0.0,0,True,False,False,76561198244408436,90,1,3716.0,0.0,244.0,1585271865.0
5778488,5778489,413150,Stardew Valley,39655097,thai,โครตดูดวิญญาณเปย์โลดดดดดดดดดด,1517061377,1517061377,True,0,0,0.0,0,True,False,False,76561198354057968,50,1,3114.0,0.0,1172.0,1538812582.0
5787770,5787771,413150,Stardew Valley,37351516,russian,"Для любителей копаться в огороде )
родителям понравится",1511535780,1511535780,True,3,1,0.5589942336082458,0,True,False,False,76561198191565669,348,5,372.0,0.0,59.0,1584571114.0
5790542,5790543,413150,Stardew Valley,37089961,english,I can't wait for the co-op mode. This game is such great fun alone already but if you're playing with a friend everything gets better!,1511448471,1511448471,True,2,0,0.53125,0,False,False,False,76561197978247629,2184,6,9413.0,0.0,8713.0,1602703015.0
5796814,5796815,413150,Stardew Valley,35261531,koreana,시간 살살 녹는다!,1506604162,1506604162,True,0,0,0.0,0,True,False,False,76561198115907412,87,4,3403.0,0.0,1914.0,1561546719.0
5820819,5820820,413150,Stardew Valley,27821793,english,"Great game, very creatively crafted and encourages hours upon hours of playing. Great fun with every new safefile!",1480250435,1480250435,True,1,0,0.5024875402450562,0,True,False,False,76561198041521122,116,1,42858.0,1464.0,9694.0,1610913095.0
5853648,5853649,413150,Stardew Valley,21689724,thai,"เกมส์มันดี ขนาดไม่กล้าเล่นเถื่อนเลยจริงๆ 
สนุกมากมาก โครตเพลิน เล่นแล้วอยากเล่นอีก
มันหยุดไม่ได้จริงๆ",1457372933,1457372933,True,2,2,0.5049505233764648,1,True,False,False,76561198116378340,106,2,4987.0,0.0,3101.0,1543082872.0
5864447,5864448,359550,Tom Clancy's Rainbow Six Siege,84444180,english,"good game
",1610301832,1610301832,True,0,0,0.0,0,True,False,False,76561199088183458,15,1,1144.0,1144.0,871.0,1610766676.0
5909360,5909361,359550,Tom Clancy's Rainbow Six Siege,80130635,english,nice game,1606368123,1606368123,True,0,0,0.4909365773200989,0,False,False,False,76561198866446028,29,4,5691.0,24.0,5258.0,1610471149.0
5912381,5912382,359550,Tom Clancy's Rainbow Six Siege,79660052,russian,"⢸⠉⠉⠉⠉⠉⠉⠉⠉⠉⠉⠉⠉⠉⡷⡄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀      ⡇⠢⣀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⢸⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⡇⠀⠀⠈⠑⢦⡀⠀⠀⠀⠀⠀Are you winning son?
⢸⠀⠀⠀⠀⢀⠖⠒⠒⠒⢤⠀⠀⠀⠀⠀ ⡇⠀⠀⠀⠀⠀⠙⢦⡀⠀⠀⠀⠀
⢸⠀⠀⣀⢤⣼⣀⡠⠤⠤⠼⠤⡄⠀⠀ ⡇⠀⠀⠀⠀⠀⠀⠀⠙⢄⠀⠀⠀⠀
⢸⠀⠀⠑⡤⠤⡒⠒⠒⡊⠙⡏⠀⢀⠀ ⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠑⠢⡄⠀
⢸⠀⠀⠀⠇⠀⣀⣀⣀⣀⢀⠧⠟⠁⠀ ⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⡇⠀
⢸⠀⠀⠀⠸⣀⠀⠀⠈⢉⠟⠓⠀⠀⠀  ⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀  ⢸
⢸⠀⠀⠀⠀⠈⢱⡖⠋⠁⠀⠀⠀⠀⠀⠀ ⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⢸
⢸⠀⠀⠀⠀⣠⢺⠧⢄⣀⠀⠀⣀⣀⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀  ⢸
⢸⠀⠀⠀⣠⠃⢸⠀⠀⠈⠉⡽⠿⠯⡆⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⢸
⢸⠀⠀⣰⠁⠀⢸⠀⠀⠀⠀⠉⠉⠉⠀⠀ ⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⢸
⢸⠀⠀⠣⠀⠀⢸⢄⠀⠀⠀⠀⠀⠀⠀⠀  ⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⢸
⢸⠀⠀⠀⠀⠀⢸⠀⢇⠀⠀⠀⠀⠀⠀⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⢸
⢸⠀⠀⠀⠀⠀⡌⠀⠈⡆⠀⠀⠀⠀⠀⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⢸
⢸⠀⠀⠀⠀⢠⠃⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⡇⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⢸
⢸⠀⠀⠀⠀⢸⠀⠀⠀⠁⠀⠀⠀⠀⠀⠀⠀",1606052531,1606052531,True,0,0,0.0,0,True,False,False,76561198857968501,16,7,3127.0,0.0,3127.0,1603888247.0
5918168,5918169,359550,Tom Clancy's Rainbow Six Siege,78961466,english,"tis nice, recommend",1604865277,1604865277,True,0,0,0.0,0,False,False,False,76561198350002902,60,2,4517.0,0.0,4517.0,1597168055.0
5920034,5920035,359550,Tom Clancy's Rainbow Six Siege,78745490,schinese,可玩性很高,1604553168,1604553168,True,0,0,0.0,0,True,False,False,76561198825999797,14,3,1202.0,0.0,499.0,1606493818.0
5930340,5930341,359550,Tom Clancy's Rainbow Six Siege,77641487,english,"very fun
",1602846305,1602846305,True,0,0,0.0,0,True,False,False,76561198971718726,6,1,7452.0,0.0,6762.0,1608025554.0
5933039,5933040,359550,Tom Clancy's Rainbow Six Siege,77330499,spanish,like,1602326627,1602326627,True,0,0,0.0,0,True,False,False,76561198981699087,4,1,4349.0,0.0,3130.0,1609526866.0
5961792,5961793,359550,Tom Clancy's Rainbow Six Siege,75202364,english,poo poo pee pee check,1598847189,1598847189,True,0,0,0.4761904776096344,0,False,False,False,76561198408182381,15,4,1803.0,49.0,1148.0,1610408686.0
5991092,5991093,359550,Tom Clancy's Rainbow Six Siege,72635253,english,i like,1594666959,1594666959,True,0,0,0.0,0,True,False,False,76561199021251909,8,4,29324.0,1566.0,3580.0,1610802824.0
5993715,5993716,359550,Tom Clancy's Rainbow Six Siege,72449126,english,good game well played game xd lmao ka pre,1594402481,1594402481,True,1,0,0.5,0,True,False,False,76561198342946325,47,5,5516.0,0.0,1947.0,1606037339.0
6006277,6006278,359550,Tom Clancy's Rainbow Six Siege,71631225,english,very nice.,1593413347,1593413347,True,0,0,0.0,0,True,False,False,76561198109235900,13,4,83352.0,0.0,60374.0,1607446957.0
6009789,6009790,359550,Tom Clancy's Rainbow Six Siege,71349563,english,too much fun,1593125192,1593125192,True,0,0,0.0,0,True,False,False,76561198259949152,118,9,62826.0,301.0,49009.0,1610684855.0
6031397,6031398,359550,Tom Clancy's Rainbow Six Siege,69464247,thai,"เซิฟอย่างกาก
",1589962735,1589962735,False,0,0,0.0,0,True,False,False,76561198964067436,13,2,11185.0,4.0,6068.0,1610767186.0
6037663,6037664,359550,Tom Clancy's Rainbow Six Siege,68925778,english,gud,1589147959,1589147959,True,0,0,0.0,0,True,False,False,76561198115536088,61,4,638.0,0.0,630.0,1589248864.0
6038412,6038413,359550,Tom Clancy's Rainbow Six Siege,68856816,english,its alright i guess,1589043439,1589043439,True,0,0,0.0,0,False,False,False,76561198334419444,95,3,64950.0,0.0,63059.0,1607193303.0
6049279,6049280,359550,Tom Clancy's Rainbow Six Siege,67974012,schinese,可以的，就是现在对枪反而成为核心了（没内味）,1587790571,1587790571,True,0,0,0.0,0,True,True,False,76561198821261946,21,3,20034.0,0.0,14051.0,1605968731.0
6052048,6052049,359550,Tom Clancy's Rainbow Six Siege,67781370,english,I like the game it's fun.,1587505803,1587505803,True,0,0,0.0,0,True,False,False,76561198160318357,5,1,3014.0,0.0,440.0,1597764660.0
6062243,6062244,359550,Tom Clancy's Rainbow Six Siege,67024904,english,good,1586525778,1586525778,True,0,0,0.0,0,True,False,False,76561198850441701,3,1,30666.0,0.0,7649.0,1598382570.0
6113161,6113162,359550,Tom Clancy's Rainbow Six Siege,64719787,english,L,1583687395,1583687395,True,1,0,0.5081967115402221,0,False,False,False,76561198987511904,12,1,3624.0,0.0,1250.0,1606361645.0
6125298,6125299,359550,Tom Clancy's Rainbow Six Siege,64281227,russian,Стимулятор попыча,1582959031,1582959031,True,0,1,0.0,0,True,False,False,76561198962480881,71,5,155.0,0.0,155.0,1564858771.0
6138666,6138667,359550,Tom Clancy's Rainbow Six Siege,63783225,koreana,ads,1582128589,1582128589,True,0,0,0.0,0,True,False,False,76561198169955723,13,1,11147.0,0.0,6127.0,1608796744.0
6147278,6147279,359550,Tom Clancy's Rainbow Six Siege,63349934,schinese,"…………………...„„-~^^~„-„„_
………………„-^*'' : : „'' : : : : *-„
…………..„-* : : :„„--/ : : : : : : : '\
…………./ : : „-* . .| : : : : : : : : '|
……….../ : „-* . . . | : : : : : : : : |
………...\„-* . . . . .| : : : : : : : :'|
……….../ . . . . . . '| : : : : : : : :|
……..../ . . . . . . . .'\ : : : : : : : |
……../ . . . . . . . . . .\ : : : : : : :|
……./ . . . . . . . . . . . '\ : : : : : /
….../ . . . . . . . . . . . . . *-„„„„-*'
….'/ . . . . . . . . . . . . . '|
…/ . . . . . . . . . . . . . .| !
../ . . . . . . . .. . . . . . .'|
./ . . . . . . . . . . . .....'|
'/ . . . . . . . . . . . . . ..'|
'| . . . . . . . . . . ..... .|
'| . . . . . . . . . ...... .'|
'| . . . . . . . . ......' .
育碧你妈しぼう，服务器天天崩",1581444281,1581444281,False,2,1,0.5196850299835205,0,True,False,False,76561198404302819,147,38,710.0,0.0,381.0,1605911040.0
6196916,6196917,359550,Tom Clancy's Rainbow Six Siege,61194360,koreana,"잼있음
",1578034042,1578034042,True,0,0,0.0,0,True,False,False,76561198373454750,13,1,14812.0,1316.0,218.0,1610773757.0
6199607,6199608,359550,Tom Clancy's Rainbow Six Siege,61094372,english,soo ncie game i like this,1577917694,1577917694,True,0,0,0.0,0,True,False,False,76561198298698632,7,1,92545.0,0.0,92265.0,1578491495.0
6208998,6208999,359550,Tom Clancy's Rainbow Six Siege,60732016,schinese,彩六是好，可这憨憨服务器真是忍不了。,1577517361,1577517361,False,1,0,0.0,0,True,False,False,76561198962623340,38,29,1065.0,0.0,1056.0,1577518391.0
6218076,6218077,359550,Tom Clancy's Rainbow Six Siege,60377177,russian,Лучший тактический шутер,1577096242,1577096242,True,0,0,0.0,0,True,False,False,76561198851034771,29,9,8005.0,0.0,4459.0,1604768341.0
6230664,6230665,359550,Tom Clancy's Rainbow Six Siege,59727680,brazilian,j,1576177902,1576177902,True,0,0,0.0,0,False,True,False,76561198167216703,7,2,97448.0,0.0,91541.0,1584724297.0
6240387,6240388,359550,Tom Clancy's Rainbow Six Siege,59284811,russian,!,1575558277,1575558277,True,0,0,0.0,0,True,False,False,76561198120709996,76,6,36822.0,0.0,26881.0,1603901536.0
6245779,6245780,359550,Tom Clancy's Rainbow Six Siege,59091396,english,Good CS alternative,1575342619,1575342619,True,0,0,0.0,0,False,False,False,76561198317108023,25,5,2653.0,0.0,1215.0,1580776812.0
6268960,6268961,359550,Tom Clancy's Rainbow Six Siege,57793527,portuguese,muito bom jogo,1574630507,1574630507,True,0,0,0.0,0,True,False,False,76561198031145016,41,2,66992.0,1667.0,10818.0,1610814099.0
6271796,6271797,359550,Tom Clancy's Rainbow Six Siege,57707727,turkish,Bazı FPS oyunlarında olduğu gibi oynadığımız maçların video kaydını otomatik alıyor olmasını isterdim. Onun dışında devamlı geliştirilen güzel bir oyun.,1574523970,1574523970,True,0,0,0.0,0,True,False,False,76561198310043724,57,7,36824.0,0.0,24616.0,1606765876.0
6283547,6283548,359550,Tom Clancy's Rainbow Six Siege,57257268,spanish,Juegazo,1573874932,1573874932,True,0,0,0.0,0,True,False,False,76561198797544099,3,2,6550.0,0.0,5574.0,1604098441.0
6285435,6285436,359550,Tom Clancy's Rainbow Six Siege,57197106,english,"Good combat, easy controls to learn. Good playerbase too.",1573797874,1573797874,True,0,0,0.0,0,True,False,False,76561198404404071,76,15,13021.0,0.0,11907.0,1607327729.0
6288725,6288726,359550,Tom Clancy's Rainbow Six Siege,57076792,english,COOL WORTH IT,1573610557,1573610557,True,0,0,0.0,0,True,False,False,76561198996949932,5,1,1137.0,0.0,837.0,1609128604.0
6308439,6308440,359550,Tom Clancy's Rainbow Six Siege,56442686,english,i like,1572820745,1572820745,True,1,0,0.523809552192688,0,True,False,False,76561198003580704,54,2,17553.0,0.0,2749.0,1608421173.0
6319829,6319830,359550,Tom Clancy's Rainbow Six Siege,56142652,tchinese,幹他媽遊戲超好玩,1572613904,1582885235,True,0,0,0.0,0,True,False,False,76561198138597324,31,1,115059.0,98.0,69618.0,1610739099.0
6329529,6329530,359550,Tom Clancy's Rainbow Six Siege,55860250,russian,ebatb otkuda,1572275369,1578083839,True,1,0,0.5098039507865906,0,True,False,False,76561198311534262,36,3,23648.0,1.0,16023.0,1610032190.0
6339162,6339163,359550,Tom Clancy's Rainbow Six Siege,55003715,english,sick game brah,1567868346,1567868346,True,0,0,0.0,0,True,False,False,76561198886545099,16,1,11682.0,0.0,8459.0,1601818407.0
6355306,6355307,359550,Tom Clancy's Rainbow Six Siege,53708848,english,This game is pain,1562358027,1610669162,True,0,0,0.0,0,True,False,False,76561198351920759,96,14,211241.0,168.0,211073.0,1610765522.0
6359891,6359892,359550,Tom Clancy's Rainbow Six Siege,53484080,english,I recommend this game,1562228796,1562228796,True,0,1,0.0,0,True,False,False,76561198313642647,31,1,42746.0,0.0,26315.0,1606994253.0
6405778,6405779,359550,Tom Clancy's Rainbow Six Siege,50299500,schinese,rush 就完事了,1556108129,1556108129,True,0,0,0.0,0,False,False,False,76561198100517557,70,5,51560.0,0.0,44319.0,1609402014.0
6419603,6419604,359550,Tom Clancy's Rainbow Six Siege,49006845,schinese,入门你会觉得太tm有趣了，一打排位你就会发现这就是个实时观战游戏。太真实了,1550235524,1550235524,True,0,1,0.0,0,False,False,False,76561198873279636,14,2,58551.0,331.0,2413.0,1610556887.0
6423682,6423683,359550,Tom Clancy's Rainbow Six Siege,48754368,russian,"Игра топ, всем советую)",1549290396,1549290396,True,0,0,0.0,0,False,False,False,76561198334093157,6,1,1559.0,0.0,860.0,1559636543.0
6426353,6426354,359550,Tom Clancy's Rainbow Six Siege,48439932,english,i love this game and it was a lurning curve to start but once you figer thing out thouns of fun,1547984834,1547984834,True,1,0,0.5172414183616639,0,True,False,False,76561198366298239,68,1,85420.0,78.0,29659.0,1610767047.0
6428817,6428818,359550,Tom Clancy's Rainbow Six Siege,48177519,english,BEst GAme EVer!,1546899151,1546899151,True,0,0,0.0,0,False,False,False,76561198288322904,108,3,45285.0,0.0,26463.0,1606948126.0
6449194,6449195,359550,Tom Clancy's Rainbow Six Siege,46568091,schinese,这是我见过对新手最友好的游戏了。,1542975775,1542975775,True,1,0,0.5199999809265137,0,True,False,False,76561198371738960,60,1,2631.0,0.0,1437.0,1572009130.0
6471793,6471794,359550,Tom Clancy's Rainbow Six Siege,45268407,brazilian,"jogo mt bom mas a comunidade toxica estraga o jogo infelizmentee, mas n deixa de ser um dos melhores jogos q eu ja joguei na vida.",1539532504,1539532504,True,0,0,0.0,0,True,False,False,76561198842097633,5,1,51202.0,80.0,7087.0,1609814907.0
6480545,6480546,359550,Tom Clancy's Rainbow Six Siege,44475100,brazilian,"O jogo é muito bom e inovador a cada season, mas a comunidade é muito tóxica (Pelo menos com as pessoas que eu joguei 90% eram) Acho que a Ubi deveria tomar mais providência nessa questão...",1535668499,1535668499,True,1,0,0.523809552192688,0,True,False,False,76561198123626401,237,3,41738.0,0.0,10198.0,1592008450.0
